_id,id,cost_price,created_at,date,item_id,item_name,item_sku,notes,qty,supplier,unit,_migrated_at,_migrated_from
"6a89a30e3fb8c43ecce7c5bc","in_rep_33_1785854327201","3.1","2026-08-04T14:38:54.196Z","04-08-2026","stk_34","Elachi (Cardamom)","J034","Opening stock balance entry from inventory report","700","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5bd","in_rep_34_1785854327201","0.46","2026-08-04T14:38:54.196Z","04-08-2026","stk_35","Long (Cloves)","J035","Opening stock balance entry from inventory report","300","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5be","in_rep_35_1785854327201","2.58","2026-08-04T14:38:54.196Z","04-08-2026","stk_36","Jaitri (Mace)","J036","Opening stock balance entry from inventory report","450","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5bf","in_rep_36_1785854327201","0.28","2026-08-04T14:38:54.196Z","04-08-2026","stk_37","Dalchini (Cinnamon)","J037","Opening stock balance entry from inventory report","500","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c0","in_rep_37_1785854327201","0.78","2026-08-04T14:38:54.196Z","04-08-2026","stk_38","Starful (Star Anise)","J038","Opening stock balance entry from inventory report","500","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c1","in_rep_38_1785854327201","0.8","2026-08-04T14:38:54.196Z","04-08-2026","stk_39","Rose Petals","J039","Opening stock balance entry from inventory report","450","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c2","in_rep_39_1785854327201","230","2026-08-04T14:38:54.196Z","04-08-2026","stk_40","Shahi Jeera","J040","Opening stock balance entry from inventory report","5","Egra Supplier","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c3","in_rep_40_1785854327201","0.78","2026-08-04T14:38:54.196Z","04-08-2026","stk_41","Black Pepper (Gol Morich)","J041","Opening stock balance entry from inventory report","900","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c4","in_rep_41_1785854327201","590","2026-08-04T14:38:54.196Z","04-08-2026","stk_42","Pure Ghee","J042","Opening stock balance entry from inventory report","3","Egra Supplier","box","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c5","in_rep_42_1785854327201","80","2026-08-04T14:38:54.196Z","04-08-2026","stk_43","Baking Powder","J043","Opening stock balance entry from inventory report","1","Egra Supplier","box","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c6","in_rep_43_1785854327201","145","2026-08-04T14:38:54.196Z","04-08-2026","stk_44","Mushroom","J044","Opening stock balance entry from inventory report","3","Egra Supplier","box","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c7","in_rep_44_1785854327201","14","2026-08-04T14:38:54.196Z","04-08-2026","stk_46","Papad","J046","Opening stock balance entry from inventory report","30","Egra Supplier","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c8","in_1785948630433","0","2026-08-05T16:50:30.433Z","05-08-2026","stk_125","Vim Liquid Dishwash","J125","","2","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5c9","in_rep_45_1785854327201","25","2026-08-04T14:38:54.196Z","04-08-2026","stk_49","Black Salt (Bit Nun)","J049","Opening stock balance entry from inventory report","2","Egra Supplier","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ca","in_rep_46_1785854327201","10.4","2026-08-04T14:38:54.196Z","04-08-2026","stk_50","Regular Salt","J050","Opening stock balance entry from inventory report","25","Egra Supplier","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5cb","in_rep_47_1785854327201","0.18","2026-08-04T14:38:54.196Z","04-08-2026","stk_51","Dhania (Coriander Seeds)","J051","Opening stock balance entry from inventory report","1500","Egra Supplier","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5cc","in_rep_48_1785854327201","30","2026-08-04T14:38:54.196Z","04-08-2026","stk_54","Milk (দুধ)","J054","Opening stock balance entry from inventory report","2","Local Dairy Farm","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5cd","in_rep_49_1785854327201","60","2026-08-04T14:38:54.196Z","04-08-2026","stk_55","Dahi (দই / Curd)","J055","Opening stock balance entry from inventory report","4","Local Dairy Farm","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ce","in_rep_50_1785854327201","40","2026-08-04T14:38:54.196Z","04-08-2026","stk_56","Paneer (পনির)","J056","Opening stock balance entry from inventory report","150","Amul Dairy Egra","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5cf","in_rep_51_1785854327201","60","2026-08-04T14:38:54.196Z","04-08-2026","stk_57","Butter","J057","Opening stock balance entry from inventory report","1","Amul Dairy Egra","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d0","in_rep_52_1785854327201","75","2026-08-04T14:38:54.196Z","04-08-2026","stk_58","Amul Fresh Cream","J058","Opening stock balance entry from inventory report","5","Amul Dairy Egra","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d1","in_rep_53_1785854327201","145","2026-08-04T14:38:54.196Z","04-08-2026","stk_59","Cheese Block / Slice","J059","Opening stock balance entry from inventory report","1","Amul Dairy Egra","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d2","in_1785860827603","0","2026-08-04T16:27:07.604Z","04-08-2026","stk_47","Kissan Tomato Sauce Pouch","J047","","180","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d3","in_1785860841586","0","2026-08-04T16:27:21.586Z","04-08-2026","stk_48","Jaljeera Powder","J048","","50","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d4","in_1785860857242","0","2026-08-04T16:27:37.242Z","04-08-2026","stk_52","Egg (ডিম)","J052","","7","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d5","in_1785861316346","0","2026-08-04T16:35:16.346Z","04-08-2026","stk_59","Cheese Block / Slice","J059","","8","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d6","in_1785867226260","0","2026-08-04T18:13:46.261Z","04-08-2026","stk_29","Sugar","J029","","7000","","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d7","in_1785868870914","0","2026-08-04T18:41:10.914Z","04-08-2026","stk_75","Potato (আলু)","J075","","20","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d8","in_1785868903675","0","2026-08-04T18:41:43.676Z","04-08-2026","stk_76","Onion (পেঁয়াজ)","J076","","30","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5d9","in_1785868940687","0","2026-08-04T18:42:20.687Z","04-08-2026","stk_79","Capsicum","J079","","4.5","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5da","in_1785868961589","0","2026-08-04T18:42:41.590Z","04-08-2026","stk_80","Carrot","J080","","3","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5db","in_1785868986681","0","2026-08-04T18:43:06.681Z","04-08-2026","stk_82","Green Chilli (কাঁচা লঙ্কা)","J082","","2.5","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5dc","in_1785869012766","0","2026-08-04T18:43:32.766Z","04-08-2026","stk_83","Tomato (টমেটো)","J083","","5","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5dd","in_1785869053424","0","2026-08-04T18:44:13.425Z","04-08-2026","stk_84","Cabbage (বাঁধাকপি)","J084","","10","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5de","in_1785869072068","0","2026-08-04T18:44:32.068Z","04-08-2026","stk_85","Lemon (লেবু)","J085","","50","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5df","in_1785869091357","0","2026-08-04T18:44:51.357Z","04-08-2026","stk_86","Dhania Pata (Coriander)","J086","","9","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e0","in_1785869141952","0","2026-08-04T18:45:41.952Z","04-08-2026","stk_88","Cucumber (শসা)","J088","","5","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e1","in_1785869360353","0","2026-08-04T18:49:20.353Z","04-08-2026","stk_83","Tomato (টমেটো)","J083","","1","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e2","in_1785870020726","0","2026-08-04T19:00:20.726Z","04-08-2026","stk_54","Milk (দুধ)","J054","","3","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e3","in_1785870126651","0","2026-08-04T19:02:06.651Z","04-08-2026","stk_55","Dahi (দই / Curd)","J055","","16","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e4","in_1785940034958","0","2026-08-05T14:27:14.958Z","05-08-2026","stk_27","Dry Chilli","J027","","1000","","g","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e5","in_1785942899649","0","2026-08-05T15:14:59.650Z","05-08-2026","stk_1785942899649","rabar hand glove","J135","","3","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e6","in_1785942932899","0","2026-08-05T15:15:32.899Z","05-08-2026","stk_104","1000ml Container","J104","","500","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e7","in_1785942956169","0","2026-08-05T15:15:56.169Z","05-08-2026","stk_105","750ml Silver Container","J105","","500","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e8","in_1785942972849","0","2026-08-05T15:16:12.849Z","05-08-2026","stk_106","750ml Container","J106","","500","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5e9","in_1785942986785","0","2026-08-05T15:16:26.785Z","05-08-2026","stk_107","500ml Container","J107","","150","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ea","in_1785943012719","0","2026-08-05T15:16:52.719Z","05-08-2026","stk_111","16x20 Carry Bag","J111","","10","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5eb","in_1785943030001","0","2026-08-05T15:17:10.001Z","05-08-2026","stk_112","13x16 Carry Bag","J112","","10","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ec","in_1785943055940","0","2026-08-05T15:17:35.940Z","05-08-2026","stk_113","Rubber Band Small (Gardar)","J113","","250","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ed","in_1785943090313","0","2026-08-05T15:18:10.314Z","05-08-2026","stk_114","Rubber Band Big (Gardar)","J114","","250","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ee","in_1785943148535","0","2026-08-05T15:19:08.535Z","05-08-2026","stk_113","Rubber Band Small (Gardar)","J113","","0.25","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ef","in_1785943160330","0","2026-08-05T15:19:20.330Z","05-08-2026","stk_114","Rubber Band Big (Gardar)","J114","","0.25","","kg","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f0","in_1785943176084","0","2026-08-05T15:19:36.084Z","05-08-2026","stk_115","Cling Wrap (Clean Tape)","J115","","2","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f1","in_1785943195061","0","2026-08-05T15:19:55.061Z","05-08-2026","stk_116","7x9 SP Pouch","J116","","5","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f2","in_1785943213661","0","2026-08-05T15:20:13.661Z","05-08-2026","stk_117","9x12 SP Pouch","J117","","3","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f3","in_1785943226909","0","2026-08-05T15:20:26.909Z","05-08-2026","stk_118","6x8 SP Pouch","J118","","3","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f4","in_1785943246883","0","2026-08-05T15:20:46.883Z","05-08-2026","stk_121","Silver Roll Foil","J121","","1","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f5","in_1785943288363","0","2026-08-05T15:21:28.363Z","05-08-2026","stk_122","plastic Hand Gloves","J122","","2","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f6","in_1785943319399","0","2026-08-05T15:21:59.399Z","05-08-2026","stk_123","Chef Cap","J123","","2","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f7","in_1785943419314","0","2026-08-05T15:23:39.314Z","05-08-2026","stk_108","Tissue Paper","J108","","30","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f8","in_1785943473242","0","2026-08-05T15:24:33.243Z","05-08-2026","stk_133","thermal copy","J00133","","33","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5f9","in_1785944787556","0","2026-08-05T15:46:27.556Z","05-08-2026","stk_109","Raita Pouch","J109","","10","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5fa","in_1785944822934","0","2026-08-05T15:47:02.934Z","05-08-2026","stk_119","Plastic Spoon","J119","","2","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5fb","in_1785945217893","0","2026-08-05T15:53:37.893Z","05-08-2026","stk_1785945217892","STRO","J137","","2","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5fc","in_1785945290174","0","2026-08-05T15:54:50.175Z","05-08-2026","stk_1785945290174","CAMPA JEERA","J138","","24","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5fd","in_1785946977550","0","2026-08-05T16:22:57.550Z","05-08-2026","stk_62","Campa White 500ml","J062","","27","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5fe","in_1785947026044","0","2026-08-05T16:23:46.045Z","05-08-2026","stk_62","Campa White 500ml","J062","","31","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c5ff","in_1785947095859","0","2026-08-05T16:24:55.860Z","05-08-2026","stk_61","Campa Black 500ml","J061","","27","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c600","in_1785947171877","0","2026-08-05T16:26:11.877Z","05-08-2026","stk_60","Campa White 100ml","J060","","24","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c601","in_1785947215012","0","2026-08-05T16:26:55.012Z","05-08-2026","stk_73","Sprite 500ml","J073","","4","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c602","in_1785947241730","0","2026-08-05T16:27:21.730Z","05-08-2026","stk_69","Kinley Soda","J069","","4","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c603","in_1785947300869","0","2026-08-05T16:28:20.869Z","05-08-2026","stk_64","Bisleri Water 1L","J064","","73","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c604","in_1785947315263","0","2026-08-05T16:28:35.263Z","05-08-2026","stk_67","Bisleri Water 500ml","J067","","45","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c605","in_1785948089347","0","2026-08-05T16:41:29.347Z","05-08-2026","stk_124","Vim Soap / Bar (Bhim Srap)","J124","","20","","pcs","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
"6a89a30e3fb8c43ecce7c606","in_1785948170274","0","2026-08-05T16:42:50.274Z","05-08-2026","stk_126","Surf Excel Detergent","J126","","3","","packet","""2026-08-22T13:49:23.860Z""","""public"".""stock_in_entries"""
